season,episode_number,episode_name,air_date,overview,runtime,guest_stars,crew,cast,image
3,2,I Am a Tree,2006-09-28,"Cristina meets Burke's parents, the interns try to get Izzie's job back, and Addison takes a day off, a surgical patient may be living her last day. Some of the interns want to know why Bailey won't talk to Izzie. Meredith tries to decide between Derek and Finn and comes to a decision somewhat. Webber finds out that Callie has been living in the hospital and he confronts her about it.",43,"Diahann Carroll, Chris O'Donnell, Steven W. Bailey, Peter Paige, Richard Roundtree, Roxanne Hart","Jeff Melman (Director), Krista Vernoff (Writer)",,/tvNyIHRUnZ01qWypgS9NKkNMxtU.jpg
3,3,Sometimes a Fantasy,2006-10-05,"The staff tries to prevent a patient from getting an elective surgery. Cristina tries to help Preston cope with the after effects of his surgery. A patient bails on their surgery. Someone goes to a bed-and breakfast. Alex deals with a patient who has had a high amount of injuries in the past. A man undergoes surgery. Before the surgery his wife was only somewhat supportive, but the results may be too much for her to handle. Izzie tries to go back to the hospital for the first time since Denny died. One child's constant visits are noted by a nurse. Two foster patients are met with suspicions of child abuse. George and Callie's relationship moves forward.",43,"Chris O'Donnell, Kevin Will, Gabriel Casseus, Lanei Chapman, Jack Conley, Abigail Breslin","Debora Cahn (Writer), Adam Arkin (Director)",,/xzfuQO9eR0cWBcV7EyOUTX5OmoT.jpg
3,4,What I Am,2006-10-12,"Shawn Sullivan, a car salesman who just had surgery, wants to get back to his routine so he doesn't lose his renown. Addison works with a pregnant woman named Rebecca who may need a C-section and Addison doubts her medical skills. Rebecca wants to have the baby naturally. Derek and Mark's opinions clash when the try to decide the course of treatment for a burn victim. Izzie gets surprised. Cristina pushes Burke to get better faster.",43,"Chris O'Donnell, Steven W. Bailey, Tina Holmes, Alan Blumenfeld, Stephanie Faracy, Fred Ward","Dan Lerner (Director), Allan Heinberg (Writer)",,/mdbwEB5OI9UOd0iWagevbNv9wj8.jpg
3,5,"Oh, the Guilt",2006-10-19,"Derek learns one of Addison's secrets. Bailey talks about motherhood and depression to a mother who is set to have cancer surgery and who seems to not care about any decisions concerning the future. A resident is fiercely questioned about the death of a male patient. An ex-couple meet before lunch and get stuck - Meredith and Addison work on their case. Things get awkward when the ex-couple's daughter, Michelle, arrives at the hospital.",43,"Maurice J. Irvin, Faith Prince, Justina Machado, Arye Gross, Margo Harshman, Todd Babcock, Kate Anthony","Jeff Melman (Director), Allan Heinberg (Writer), Zoanne Clack (Writer), Joan Rater (Writer)",,/jxoDK1UHwKSkvrrnRCv8jNHqnnf.jpg
3,6,Let the Angels Commit,2006-11-02,Cristina gets to scrub in on a rare surgery which incites envy. Alex questions his future in plastics. George and Addison work together with Noelle. Noelle is pregnant with twins but one of them is growing slower than the other. Her fiancé has problems of his own. Derek's sister visits. A patient's wife makes things hard on the staff since she has made her husband's health her job. A woman's sexual exploits are questioned.,43,"Embeth Davidtz, Liza Lapira, Jillian Bach, Edwin Hodge","Jessica Yu (Director), Stacy McKee (Writer)",,/8dyw7wXs8Qq82jUwUpcYrlEthS7.jpg
3,7,Where the Boys Are,2006-11-09,"The men of Seattle Grace go on a camping trip together, Addison and Callie must team up to work on a patient, Meredith assists Sloan with a procedure unlike any she has experienced, and, suspicious of her recent actions at the hospital, Bailey confronts Cristina. A 9-year-old is seen by Cristina after he swallowed Monopoly game pieces. A pregnant 25-year-old, is brought in after she slipped in the shower. She doesn't want medicine to take away the pain from her injury so not to put her baby's growth in jeopardy. Doctors take care of Daniel, a man who wants a sexual reassignment surgery and who now goes under the name Donna. Accompanying Daniel is his wife of the past 10 years, who was surprised to see him want that surgery but, after much struggling, decided to stay by his side.",43,"George Dzundza, Steven W. Bailey, Jim Parrack, Alexandra Billings, Alexandra Holden, Clare Carey, Kali Rocha, Monica Sanchez","Daniel Minahan (Director), Mark Wilding (Writer)",,/mpv9YO6utb4Xd8w8QxOwTnqiO5f.jpg
3,8,Staring at the Sun,2006-11-16,"George's father has a serious heart problem that requires surgery and George chooses Burke to do the procedure. Burke doubts himself because he knows the pressure this kind of surgery will put on him, but Cristina believes the team can handle it. Derek works with Meredith on being a couple again and tries work with Addison on more civil terms. A patient has had mutiple plastic surgeries so that his girlfriend will like him more. A mom wants her daughter's babysitter fired, after she is brought in with multiple injuries, but the girl likes the babysitter more than her mother.",43,"Greg Pitts, George Dzundza, Steven W. Bailey, Matt Winston, Kate Burton","Jeff Melman (Director), Gabrielle G. Stanton (Writer), Harry Werksman (Writer)",,/8eRA7VMadIFe7nhyzZcHC3LnkV5.jpg
3,9,From a Whisper to a Scream,2006-11-23,A traumatic car accident fills the ER. Izzie pushes the boundaries of her probation. Cristina has a crisis of conscience about her deceptive teamwork with Burke.,43,"Brooke Smith, George Dzundza, Kate Anthony, Linda Klein, Lois Smith, Emy Coligado, Debra Monk","Julie Anne Robinson (Director), Kip Koenig (Writer)",,/cvwPXL9TpmY5sSzQAGSJpZ1l4mS.jpg
3,10,Don't Stand So Close to Me,2006-11-30,Recent events strain Burke and Cristina's relationship. Mark and Derek must work together when two close-knit brothers seek medical help. One of Meredith's half sisters is admitted to the hospital.,43,"Brooke Smith, Greg Pitts, George Dzundza, Randy Sklar, Jennifer Aspen, Jason Sklar, Mare Winningham, Debra Monk, Mandy Siegfried, Kate Burton","Seith Mann (Director), Carolina Paiz (Writer)",,/5zShStBlFpV2z2mJVjWc6AbwA6t.jpg
3,11,Six Days (1),2007-01-11,Meredith discovers that Derek has a problem sleeping while her father comes to visit the hospital. George's father is moving from one surgery to another. A patient named Heather checks into the hospital. Heather is 17 and has a nasty attitude that results from her medical condition and all the surgeries it has required her to have. Izzie has an emotional breakdown when she tries to hand over something very important to her. George's family comes to visit to celebrate his father's surgery. Cristina and Burke are playing Uncle.,43,"Greg Pitts, Jeff Perry, George Dzundza, Sarah Utterback, Judith Hoag, Mae Whitman, Debra Monk, Michael James Thompson","Krista Vernoff (Writer), Greg Yaitanes (Director)",,/tMS4QX26djOUShEKkSj1NzqpWW8.jpg
3,12,Six Days (2),2007-01-18,Cristina and Burke continue to play Uncle until one of them gives in. Derek and Meredith are fighting over the reason for their sleepless nights. Meredith tries to talk to her father about his side of the story. There's tension between Alex and Addison. There is even more tension between Addison and Mark. Addison confides in Callie. Bailey wishes she didn't have to keep a secret from one of the interns. Callie rushes to be with George after she learns that his dad needs an emergency procedure. Izzie may have found 'some good to do' with her inheritance.,43,"Greg Pitts, Jeff Perry, George Dzundza, Steven W. Bailey, Judith Hoag, Mae Whitman, Debra Monk","Krista Vernoff (Writer), Greg Yaitanes (Director), Marti Noxon (Consulting Producer)",,/eXfM4QYkVScDArWI5jmfjXSmwfD.jpg
3,13,Great Expectations,2007-01-25,"After the Chief announces his retirement, rumors begin to circulate on his departure and successor. Mark is determined to leave Seattle for good but Meredith accidentally has him stay after letting him know of the open Chief position. Derek is angry at Meredith for causing Mark to stay in Seattle, but soon realizes that she is not the reason he is really angry. The attending physicians at Seattle Grace Hospital fight to get Richard's attention, but he expresses his disappointment. He also displays his lack of support in Bailey's plan to create a free medical clinic, but she ultimately goes through with her plan when Izzie offers to spend her entire 8.7 million dollar inheritance on the project. George, devastated after his father's death, uses sex to overcome his grief, and eventually proposes to Callie. Cristina and Burke still don't speak to each other, but he breaks the agreement when he proposes to her. Richard endeavors to reunite with his wife, Adele, and decides to retire, only to come home and find his wife with another man.",43,"Jessica Stroup, Rachel Boston, Loretta Devine","Michael Grossman (Director), Marti Noxon (Consulting Producer), Eric Buchman (Writer)",,/1g7D2LIKnpNldqwMPeyTnKoPb7v.jpg
3,14,Wishin' and Hopin',2007-02-01,"The race for the Chief's position is on, and the attending physicians, Derek, Burke, Addison and Mark, compete for Richard's affections by trying to help out everywhere possible. The Denny Duquette Memorial Clinic is open for business, but only one single patient shows up. Izzie is disappointed in what she invested Denny's legacy in, and tries to steal patients from the emergency room. Callie and George get back from Las Vegas, announcing their marriage, much to everyone's disbelief. Izzie is not supportive of their marriage and tries to get George to realize the mistake he has made. Meanwhile, Meredith's Alzheimer's-stricken mother, Ellis Grey, experiences a change in her medical condition by becoming lucid for the day. She is disappointed in the mediocrity her daughter has fallen into and begins to despise Derek, blaming him for what happened to the Meredith that used to be ""a force of nature"". Ellis has to have heart surgery and, despite her wishes, Meredith schedules her upcoming surgery. Richard talks to Ellis and realizes that she is still in love with him, but loses her memory after their talk ends, before Meredith has the chance to tell her how she really feels.",43,"Maile Flanagan, Sarah Utterback, Kate Burton","Julie Anne Robinson (Director), Joan Rater (Writer), Marti Noxon (Consulting Producer)",,/eGVhPJpSoYMNPxWfHGpK3SWfjI.jpg
3,15,Walk on Water,2007-02-08,"A mass trauma situation, which turns out to be a ferryboat accident, challenges the whole staff of Seattle Grace Hospital. Richard finds difficulty in coping with his separation from his wife and dyes his hair ""for the ladies"", which becomes an internal joke between Mark, Burke and Derek. Cristina tries to tell Meredith about her upcoming marriage, but doesn't have the strength to. George promises to find a woman's son, who has been separated from her at the accident. The woman refuses to go into surgery until she is assured that her son is alive. Izzie has to take care of a man who got stuck between two cars on the ferry, but nobody helps her due to the large number of injured people. Alex rescues a pregnant woman with severe wounds on her face, and promises to take care of her. Meredith looks after a girl who has been separated from her mother after the accident, but accidentally falls into the water and drowns, with nobody but the little girl as a witness.",43,"Paul Perri, Elizabeth Reaser, Dean Norris, Kali Rocha, Kate Burton","Shonda Rhimes (Writer), Rob Corn (Director), Marti Noxon (Consulting Producer)",,/hw9Bv2K0mxIt41jlGH0vtiWGJ2T.jpg
3,16,Drowning on Dry Land,2007-02-15,"Meredith is still underwater, but nobody seems to notice. Her worsening condition makes her rescuing an urgent matter. Derek finds her coat on a man she had helped, and starts looking for her and, much to his shock, the little girl Meredith took care of suggests that she is in the water. Derek saves her, but she is almost dead, due to hypothermia. Izzie has to perform brain surgery on a man stuck between cars, as he begins to experience seizures. She drills holes into his head, perforates his skull and ultimately saves his life before he is rescued and transferred to Seattle Grace Hospital. George lies to the woman whose son he had been looking for, in order to get to surgery, but still doesn't have any luck in locating him. Alex finds no hope in searching for the pregnant Jane Doe's family as she undergoes surgery. The interns find out about Meredith's situation and express their hopelessness. She wakes up in what appears to be limbo and meets her deceased acquaintances.",43,"Kyle Chandler, Mac Brandt, Elizabeth Reaser, Dean Norris, Jeffrey Dean Morgan, Kali Rocha, Kate Burton","Shonda Rhimes (Writer), Rob Corn (Director), Marti Noxon (Consulting Producer)",,/tctCyh2uUZ7l1JmD2HYzz0kbhUp.jpg
3,17,Some Kind of Miracle,2007-02-22,"Everyone is pushing for Meredith to survive, or in this case to be revived. People are still dealing with the fallout from the ferry disaster. A young man named Lucas is having problems with brain-mouth coordination. Someone else dies.",43,"Kyle Chandler, Michelle Arthur, Steven W. Bailey, Anna Maria Horsford, Monica Keena, Sarah Utterback, Elizabeth Reaser, Jeffrey Dean Morgan, Kali Rocha, Kate Burton","Shonda Rhimes (Writer), Adam Arkin (Director), Marti Noxon (Writer), Marti Noxon (Consulting Producer)",,/zUz2raUxl2TZwO9oQSJmxUuCDFo.jpg
3,18,Scars and Souvenirs,2007-03-15,"The race between the attending physicians for the Chief of Surgery position heats up after a new competitor enters the fray. They soon realize that the new surgeon, Colin Marlow, was Cristina's professor in medical school and they used to have a long-term relationship. He begins to lie to Burke in order to protect her secret, but is soon faced with the realization that their relationship is on the rocks. George finds out that Callie's family is rich, but she had previously hidden the fact in order to find out whether George loves her for who she really is. Derek treats his former colleague from New York, and forces her to have surgery for brain cancer in order to save her future, no matter what the post-surgery risks are. Alex continues to work with Jane Doe, whose memory doesn't seem to come back. He moves in with Meredith and they have a dinner with her father and stepmother. She seems to connect with Susan, but her relationship with Thatcher seems to be irreparable. Izzie wakes up, realizing that she has slept with George while they were both drunk.",43,"Jeff Perry, Shohreh Aghdashloo, James Gammon, Elizabeth Reaser, Roger Rees, Mare Winningham","Debora Cahn (Writer), James Frawley (Director), Marti Noxon (Consulting Producer)",,/kTPjXNDMBVozTYV5cZ6Uc1pB4J9.jpg
